z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,PT
-1.104700381,2.062537395,-0.55210628,-0.329215771,0.413638356,0.944669723,1.266517485,-0.544213918,-0.32855257,-0.84411068,0.900648464,-0.899917494,-0.299005219,-1.141966948,0.99787782,-0.234591114,0.497675884,0.946787204,0.455723149,0.676965752,1
0.045623155,0.461729664,0.382514017,2.640694177,-2.848426012,-4.326719186,-1.628390782,1.437453648,0.610264938,-0.076542573,-0.844296534,-0.329567179,0.867818883,1.481262059,-0.91991371,-0.374129932,0.971487117,0.369158825,0.263623517,1.172529251,1
2.821159917,-1.110359075,-3.145803085,1.338996126,0.509868258,1.950366313,0.130156181,-0.933284083,-0.98849443,-1.231770917,-0.259745238,1.390298637,1.718262089,-0.614670576,-0.578774556,-0.570762743,-0.209725329,-0.497793798,0.315502768,0.143074536,0
-0.458134372,2.44092005,0.262821294,1.381696437,-1.174961554,1.904485076,-0.555105673,-0.194524061,0.090341774,-0.061692904,-0.747165993,-0.628574465,-1.167590819,0.323588512,-1.117383882,0.30372365,0.426965613,0.1572207,1.241630798,-0.190159317,1
-1.184779137,0.566310942,0.682915747,0.247216977,0.501540597,-0.000213317,0.051282741,-2.446396173,-0.687009799,0.975702402,-0.297523699,-0.35652014,-0.104616154,-0.152369266,0.300558518,0.326371156,0.683261928,-0.443277145,-0.732314816,-0.024628052,1
-2.001438554,-0.956700168,0.615603701,-0.587508109,-2.059181158,1.423874822,-0.752361747,0.801551809,0.290895211,-0.788172459,0.488593427,0.451714931,-0.405174965,0.691773963,0.050945015,-0.715463078,-0.598662577,-0.1215629,-0.271849699,-0.070061386,1
1.138582055,-1.494464365,2.476099293,0.512417048,-0.882260443,-0.640703772,-0.791107016,-0.252845174,-1.061302051,-0.097230425,1.375249587,0.648132355,0.142784617,-0.682477909,-0.772060606,0.580381411,0.606398202,-0.135955118,0.626085368,0.789081289,1
1.824412694,-1.902687294,0.273815832,0.357152997,0.704963246,0.723158389,-0.951820427,-0.076682091,0.475299175,1.393181938,0.405647502,1.252752743,1.232781196,-0.631562447,-0.329070108,-0.003879421,0.693574958,0.192720818,-0.498800331,-0.85669762,0
3.029186622,-1.086651807,1.37424306,-0.639009551,1.916674102,0.362441763,0.332257638,0.851514041,1.557590719,-0.693671517,0.547906262,0.616800953,0.208854915,1.123779516,0.456366446,0.527267181,0.694967675,-1.06573044,-0.64831149,0.050519076,0
4.065375666,-1.68487697,4.911228218,-3.468869023,-1.016596018,-2.936815058,-2.092195894,-0.111141362,-0.016873613,0.991914818,1.187784861,0.314385842,-0.242658968,-2.269655556,-0.279414819,1.604043129,0.430239727,-0.783731313,0.883370676,-0.39793447,0
-2.152723008,1.302989908,1.32693832,-0.847990417,1.477132663,1.168081231,-0.556706875,0.630114119,-0.66963358,-0.281798072,-0.22233971,-1.181927987,0.432147114,0.553919743,-0.834043645,-1.08190345,0.222668444,-0.555397858,-0.059190063,0.030766527,1
0.432968483,3.168426907,0.415641896,-0.836317285,-0.633798165,-0.942025032,-0.970871193,-1.028069545,-2.626534314,-1.152166405,-0.124775096,-0.862331541,0.692852135,0.588332911,0.510420952,0.433435696,0.24696311,-0.590469571,-0.29762869,1.427396823,0
0.368491125,-0.280048199,2.023222383,1.65588615,0.715752952,-0.242199636,0.013657591,1.342420785,0.520955406,1.073473802,0.70333418,-0.022699749,0.231205534,-0.372317258,0.068216588,1.830733933,-0.689136847,-0.527259236,-0.780177248,0.868936231,1
3.87569245,-2.235455132,-2.024722126,1.199266041,0.990044733,0.241140959,-2.169150642,-1.281436549,-0.052071306,-0.861680635,-0.895737659,0.486898108,1.635050006,-0.183652783,-0.113830072,-1.070396281,-0.683831295,0.010531068,-0.613191305,0.068067023,0
-0.59424393,2.275043036,0.93046521,-1.302675713,2.773315131,0.103118943,0.012166142,0.702701096,-1.04433874,-0.355558263,1.945825923,1.222179316,0.191708185,0.795911141,-0.827870686,-0.034281518,-1.159723369,-0.038250747,1.016199789,-0.060670008,1
-0.805486363,-0.942240838,2.456401034,-2.831507279,-1.377606719,1.360946161,-2.7195072,0.196507363,-2.351229678,-1.892156966,1.571370094,0.696931488,-1.471206939,0.531980446,2.311048521,-1.922535828,2.263071842,-0.54828522,-1.129154948,0.434308333,1
0.475693305,-2.04345542,0.194840921,0.854159378,-0.307724327,-0.854048946,-1.047864499,-0.744603507,0.938056929,0.271388476,0.586330399,0.034131473,0.605294044,0.722444329,-0.388955597,-0.098284317,0.434500758,-0.333319736,0.210374464,0.397995829,0
0.302899381,-2.220769951,1.160247855,2.296949858,1.058697338,0.739302651,0.212727859,0.101734435,-0.244677991,0.328065492,-0.5362168,0.401853844,1.41139701,1.314614771,0.022851046,0.156187494,-0.872969535,-0.431751508,-0.208717721,-0.59800302,0
-0.081338867,0.904334383,-1.826284605,1.523566046,-0.396978903,-0.292581114,-1.235756756,0.356924418,-0.138985875,0.355645934,0.371985664,-0.26863774,0.065179538,0.742716622,-0.426056198,-0.151060008,0.021586034,-0.830619815,0.310202454,-0.240684046,0
2.830112209,-2.044867406,0.781844124,1.010450414,0.748193053,0.01115388,-1.925859693,-1.075246347,1.057194657,-0.137574306,-0.955764069,0.076269145,-0.013798568,-0.620666288,-0.731892031,-0.519357752,-0.505543986,0.130604763,0.435790163,-0.507951081,0
-0.583228029,0.70163553,-0.428421865,1.201553267,-0.992791195,-0.322960853,-0.191335761,0.995868801,1.096824628,-0.366884073,0.159470665,0.119175147,0.559389883,1.191858133,-0.267221991,0.268282364,0.278777776,-0.212898849,0.156873019,-0.427477767,0
7.562808789,-3.705794846,4.160172663,-1.336729843,0.295489914,-0.767267051,0.711362854,-0.795554265,0.617804855,1.105906963,0.247781091,-1.804030568,0.338721981,-2.157821985,-0.200480257,-1.463729016,-0.826460332,-2.048880583,1.143307762,1.794075521,1
-0.99925722,2.755877439,1.294525503,-2.030484871,-1.129608381,0.848548448,-0.525934132,-1.723784426,-1.427376941,0.568599643,-2.076595658,1.593636313,1.277356927,0.177513933,1.215849702,1.163167245,0.480030864,-0.744904046,-0.718382423,-1.693104205,1
3.110610937,-2.571111218,1.761837489,-0.779417445,-0.769153664,-0.012181033,1.635957835,0.497903034,0.341788003,-2.108846696,0.298067186,0.479014224,0.041082269,1.274875557,0.580745344,-0.825312183,-0.073282984,-1.615916816,1.71278302,0.313686439,0
-0.872637873,0.073444877,0.934323542,-1.43685148,2.463105489,-2.058037144,-2.252699398,-0.850479095,-0.485872983,1.346280237,1.447437583,0.078808259,-0.682317497,1.084550388,-0.846603152,-1.099506812,-2.326087026,-0.120909441,0.233255098,0.042585133,1
0.242795509,2.041175733,1.699123493,-1.420775301,0.632639941,0.420499865,-1.863205721,0.811951522,-1.766890145,-0.01472586,0.722616614,1.235570849,-1.124364728,0.196762048,-0.774631711,-0.797822705,-0.875626527,0.59942242,1.593241012,0.461377553,1
-1.026775836,-1.194335278,0.936874942,0.542309379,-0.467690826,-0.590804492,-1.651199972,0.187932721,1.78820355,-0.14032092,0.500855939,-1.029623599,-0.226455711,0.766999348,0.543085488,-0.254801727,0.302502648,0.21908231,-0.057610287,0.039248786,1
-2.650061349,-0.907767383,-1.571073954,-0.287383607,-0.262791855,0.00448547,-0.142325084,0.974869712,0.06265578,1.660369826,0.497568583,-0.246486271,0.310741497,-0.412404728,-0.340062182,0.732660061,-0.632778461,-0.582167886,0.319316168,-0.193496431,0
-2.04632597,2.841095861,-1.751366713,-1.950281165,-0.303268531,0.45335937,-0.301408277,-0.925087563,1.113945172,-0.320419657,0.140936669,2.089168553,0.085095265,0.177781391,-0.608454375,-0.388490178,-0.291008315,1.072106222,0.66008076,-0.501478711,1
1.018720254,-1.173115035,-0.825573681,-1.41980216,-0.694407284,-0.970746306,1.704214453,-1.992607277,-0.426902213,1.390040102,0.715786216,-0.297793968,-1.15541521,0.327347653,-0.892062187,0.741450364,1.285339207,-0.20035631,0.581465986,0.552008789,0
-3.174073686,-3.58537596,0.014567656,-1.327583082,-1.411045667,-0.741004962,2.574001905,-0.131328128,-0.225662063,0.435389798,-0.71191887,3.216509824,-0.848343348,-0.575237966,-0.954970157,0.808116758,-1.16384324,0.623793839,-0.14434237,0.675847551,1
-1.575112362,0.800263688,-0.398683291,-0.943914522,-1.024571674,-0.626201247,0.681039532,0.199550051,0.24995776,-0.754290935,0.723182136,-1.24929454,0.633207528,-0.270629962,0.17990909,-0.309669623,-0.083046161,0.570149435,0.551363797,0.004575028,1
3.026569695,-1.401584309,-3.52858976,-0.028576381,-1.361317892,0.142498598,1.510727661,-0.129301526,-0.695776869,-0.939438585,0.155372017,0.170887066,0.094358974,1.445191026,-0.99644554,-0.730945428,0.313160217,0.927736985,0.326801962,-0.734718786,0
-0.582039515,-0.552274806,0.154108361,0.409960885,-0.99282113,-0.006246832,0.716829329,-0.14351672,-0.225456451,-1.180493131,0.001494152,0.056537977,-1.33215213,-0.74707147,-0.93982746,1.540225169,0.008230385,-0.168518433,0.497938237,-0.489898894,0
-1.251210349,-0.874526677,-2.0720592,-0.123167576,-0.551225715,-0.760102078,-0.466880099,0.029620172,0.223883905,1.843273212,0.470629253,0.678174586,0.337157753,-0.062060458,0.021915892,0.067286277,-0.252873592,-0.679885066,0.361784348,0.235505694,1
-2.177801077,0.0425774,0.118192322,-0.414651657,-0.118120332,0.937840915,-0.810398859,0.290364639,0.34744482,0.149556645,-0.178112563,-0.730579543,0.092237802,0.394277604,0.083819497,-0.336687801,-0.403469793,0.093716779,0.49521218,0.43271176,1
-2.015360654,0.170391173,1.229540724,-0.247214262,0.561674553,-2.387436934,-0.304671443,-0.835412439,-1.516713026,0.623721397,-0.653301294,0.00163494,0.59751028,0.288319814,-0.038983725,-1.768931753,0.13994461,0.450214627,0.438861128,0.143025258,1
-1.139393596,1.89878207,-4.552209136,-2.701099966,-3.106019568,-0.278286756,0.349821939,2.811875578,1.717271759,1.940001751,-0.472191581,-0.365297915,-0.834273065,-2.087796207,-0.639906922,-2.151887732,-0.527854691,-2.114385102,0.326001103,-1.484022536,1
