"Rank","Ensemble Gene ID","Gene Name","Ensembl Transcript ID","P-value","TCGA-CH-5761-11A-01R-1580-07","TCGA-CH-5767-11B-01R-1789-07","TCGA-CH-5768-11A-01R-1580-07","TCGA-EJ-7115-11A-01R-2118-07","TCGA-EJ-7123-11A-01R-1965-07","TCGA-EJ-7125-11A-01R-1965-07","TCGA-EJ-7314-11A-01R-2118-07","TCGA-EJ-7315-11A-01R-2118-07","TCGA-EJ-7317-11A-01R-2118-07","TCGA-EJ-7321-11A-01R-2263-07","TCGA-EJ-7327-11A-01R-2118-07","TCGA-EJ-7328-11A-01R-2118-07","TCGA-EJ-7330-11A-01R-2118-07","TCGA-EJ-7781-11A-01R-2118-07","TCGA-EJ-7782-11A-01R-2118-07","TCGA-EJ-7783-11A-01R-2118-07","TCGA-EJ-7784-11A-01R-2118-07","TCGA-EJ-7785-11A-01R-2118-07","TCGA-EJ-7786-11A-01R-2118-07","TCGA-EJ-7789-11A-01R-2118-07","TCGA-EJ-7792-11A-01R-2118-07","TCGA-EJ-7793-11A-01R-2263-07","TCGA-EJ-7794-11A-01R-2118-07","TCGA-EJ-7797-11A-01R-2263-07","TCGA-G9-6333-11A-01R-1965-07","TCGA-G9-6342-11A-02R-1965-07","TCGA-G9-6348-11A-01R-1789-07","TCGA-G9-6356-11A-01R-1789-07","TCGA-G9-6365-11A-01R-1789-07","TCGA-G9-6384-11A-01R-1858-07","TCGA-G9-6496-11A-01R-1789-07","TCGA-HC-7211-11A-01R-2118-07","TCGA-HC-7737-11A-02R-2118-07","TCGA-HC-7738-11A-01R-2118-07","TCGA-HC-7740-11A-01R-2118-07","TCGA-HC-7742-11A-01R-2118-07","TCGA-HC-7745-11A-01R-2118-07","TCGA-HC-7747-11A-01R-2118-07","TCGA-HC-7752-11A-01R-2118-07","TCGA-HC-7819-11A-01R-2118-07","TCGA-HC-8258-11A-01R-2263-07","TCGA-HC-8259-11A-01R-2263-07","TCGA-HC-8260-11A-01R-2263-07","TCGA-HC-8262-11A-01R-2263-07","TCGA-CH-5737-01A-11R-1580-07","TCGA-CH-5738-01A-11R-1580-07","TCGA-CH-5739-01A-11R-1580-07","TCGA-CH-5740-01A-11R-1580-07","TCGA-CH-5741-01A-11R-1580-07","TCGA-CH-5743-01A-21R-1580-07","TCGA-CH-5744-01A-11R-1580-07","TCGA-CH-5745-01A-11R-1580-07","TCGA-CH-5746-01A-11R-1580-07","TCGA-CH-5748-01A-11R-1580-07","TCGA-CH-5750-01A-11R-1580-07","TCGA-CH-5751-01A-11R-1580-07","TCGA-CH-5752-01A-11R-1580-07","TCGA-CH-5753-01A-11R-1580-07","TCGA-CH-5754-01A-11R-1580-07","TCGA-CH-5761-01A-11R-1580-07","TCGA-CH-5762-01A-11R-1580-07","TCGA-CH-5763-01A-11R-1580-07","TCGA-CH-5764-01A-21R-1580-07","TCGA-CH-5765-01A-11R-1580-07","TCGA-CH-5766-01A-11R-1580-07","TCGA-CH-5767-01A-11R-1789-07","TCGA-CH-5768-01A-11R-1580-07","TCGA-CH-5769-01A-11R-1580-07","TCGA-CH-5771-01A-21R-1580-07","TCGA-CH-5772-01A-11R-1580-07","TCGA-CH-5788-01A-11R-1580-07","TCGA-CH-5789-01A-11R-1580-07","TCGA-CH-5790-01A-11R-1580-07","TCGA-CH-5791-01A-11R-1580-07","TCGA-CH-5792-01A-11R-1580-07","TCGA-CH-5794-01A-11R-1580-07","TCGA-EJ-5494-01A-01R-1580-07","TCGA-EJ-5495-01A-01R-1580-07","TCGA-EJ-5496-01A-01R-1580-07","TCGA-EJ-5497-01A-02R-1580-07","TCGA-EJ-5498-01A-01R-1580-07","TCGA-EJ-5499-01A-01R-1580-07","TCGA-EJ-5501-01A-01R-1580-07","TCGA-EJ-5502-01A-01R-1580-07","TCGA-EJ-5503-01A-01R-1580-07","TCGA-EJ-5504-01A-01R-1580-07","TCGA-EJ-5505-01A-01R-1580-07","TCGA-EJ-5506-01A-01R-1580-07","TCGA-EJ-5507-01A-01R-1580-07","TCGA-EJ-5508-01A-02R-1580-07","TCGA-EJ-5509-01A-01R-1580-07","TCGA-EJ-5510-01A-01R-1580-07","TCGA-EJ-5511-01A-01R-1580-07","TCGA-EJ-5512-01A-01R-1580-07","TCGA-EJ-5514-01A-01R-1580-07","TCGA-EJ-5515-01A-01R-1580-07","TCGA-EJ-5516-01A-01R-1580-07","TCGA-EJ-5517-01A-01R-1580-07","TCGA-EJ-5518-01A-01R-1580-07","TCGA-EJ-5519-01A-01R-1580-07","TCGA-EJ-5521-01A-01R-1580-07","TCGA-EJ-5522-01A-01R-1580-07","TCGA-EJ-5524-01A-01R-1580-07","TCGA-EJ-5525-01A-01R-1580-07","TCGA-EJ-5526-01A-01R-1580-07","TCGA-EJ-5527-01A-01R-1580-07","TCGA-EJ-5530-01A-01R-1580-07","TCGA-EJ-5531-01A-01R-1580-07","TCGA-EJ-5532-01A-01R-1580-07","TCGA-EJ-5542-01A-01R-1580-07","TCGA-EJ-7115-01A-11R-2118-07","TCGA-EJ-7123-01A-11R-1965-07","TCGA-EJ-7125-01A-11R-1965-07","TCGA-EJ-7314-01A-31R-2118-07","TCGA-EJ-7315-01A-31R-2118-07","TCGA-EJ-7317-01A-31R-2118-07","TCGA-EJ-7321-01A-31R-2263-07","TCGA-EJ-7327-01A-11R-2118-07","TCGA-EJ-7328-01A-31R-2118-07","TCGA-EJ-7330-01A-11R-2118-07","TCGA-EJ-7331-01A-11R-2118-07","TCGA-EJ-7781-01A-11R-2118-07","TCGA-EJ-7782-01A-11R-2118-07","TCGA-EJ-7783-01A-11R-2118-07","TCGA-EJ-7784-01A-11R-2118-07","TCGA-EJ-7785-01A-11R-2118-07","TCGA-EJ-7786-01A-11R-2118-07","TCGA-EJ-7788-01A-11R-2118-07","TCGA-EJ-7789-01A-11R-2118-07","TCGA-EJ-7791-01A-11R-2118-07","TCGA-EJ-7792-01A-11R-2118-07","TCGA-EJ-7793-01A-31R-2263-07","TCGA-EJ-7794-01A-11R-2118-07","TCGA-EJ-7797-01A-11R-2263-07","TCGA-EJ-8468-01A-21R-2403-07","TCGA-EJ-8469-01A-11R-2403-07","TCGA-EJ-8470-01A-11R-2403-07","TCGA-EJ-8472-01A-11R-2403-07","TCGA-EJ-8474-01A-11R-2403-07","TCGA-FC-7708-01A-11R-2118-07","TCGA-G9-6329-01A-13R-1965-07","TCGA-G9-6332-01A-11R-1789-07","TCGA-G9-6333-01A-12R-1965-07","TCGA-G9-6336-01A-11R-1789-07","TCGA-G9-6338-01A-12R-1965-07","TCGA-G9-6342-01A-11R-1965-07","TCGA-G9-6343-01A-21R-1965-07","TCGA-G9-6348-01A-11R-1789-07","TCGA-G9-6353-01A-11R-1965-07","TCGA-G9-6356-01A-11R-1789-07","TCGA-G9-6361-01A-21R-1965-07","TCGA-G9-6362-01A-11R-1789-07","TCGA-G9-6364-01A-21R-1789-07","TCGA-G9-6365-01A-11R-1789-07","TCGA-G9-6366-01A-11R-2118-07","TCGA-G9-6367-01A-11R-1789-07","TCGA-G9-6369-01A-21R-1965-07","TCGA-G9-6370-01A-11R-1789-07","TCGA-G9-6371-01A-11R-1789-07","TCGA-G9-6373-01A-11R-1789-07","TCGA-G9-6377-01A-11R-1965-07","TCGA-G9-6378-01A-11R-1789-07","TCGA-G9-6384-01A-11R-1789-07","TCGA-G9-6385-01A-11R-1789-07","TCGA-G9-6494-01A-11R-1789-07","TCGA-G9-6496-01A-11R-1789-07","TCGA-G9-6499-01A-12R-1965-07","TCGA-G9-7510-01A-11R-2263-07","TCGA-G9-7519-01A-11R-2263-07","TCGA-G9-7521-01A-11R-2263-07","TCGA-G9-7522-01A-11R-2263-07","TCGA-G9-7523-01A-11R-2263-07","TCGA-G9-7525-01A-31R-2263-07","TCGA-H9-7775-01A-11R-2118-07","TCGA-HC-7075-01A-11R-1965-07","TCGA-HC-7077-01A-11R-1965-07","TCGA-HC-7078-01A-11R-2118-07","TCGA-HC-7079-01A-11R-1965-07","TCGA-HC-7080-01A-11R-1965-07","TCGA-HC-7081-01A-11R-1965-07","TCGA-HC-7209-01A-11R-2118-07","TCGA-HC-7210-01A-11R-2118-07","TCGA-HC-7211-01A-11R-2118-07","TCGA-HC-7212-01A-11R-2118-07","TCGA-HC-7213-01A-11R-2118-07","TCGA-HC-7230-01A-11R-2118-07","TCGA-HC-7231-01A-11R-2118-07","TCGA-HC-7232-01A-11R-2118-07","TCGA-HC-7233-01A-11R-2118-07","TCGA-HC-7736-01A-11R-2118-07","TCGA-HC-7737-01A-11R-2118-07","TCGA-HC-7738-01A-11R-2118-07","TCGA-HC-7740-01A-11R-2118-07","TCGA-HC-7742-01A-11R-2118-07","TCGA-HC-7744-01A-11R-2118-07","TCGA-HC-7745-01A-11R-2118-07","TCGA-HC-7747-01A-11R-2118-07","TCGA-HC-7748-01A-11R-2118-07","TCGA-HC-7749-01A-11R-2118-07","TCGA-HC-7750-01A-11R-2118-07","TCGA-HC-7752-01A-11R-2118-07","TCGA-HC-7818-01A-11R-2118-07","TCGA-HC-7819-01A-11R-2118-07","TCGA-HC-7820-01A-11R-2118-07","TCGA-HC-7821-01A-12R-2118-07","TCGA-HC-8256-01A-11R-2263-07","TCGA-HC-8257-01A-11R-2263-07","TCGA-HC-8258-01A-11R-2263-07","TCGA-HC-8259-01A-11R-2263-07","TCGA-HC-8260-01A-11R-2263-07","TCGA-HC-8261-01A-11R-2263-07","TCGA-HC-8262-01A-11R-2263-07","TCGA-HC-8264-01B-11R-2403-07","TCGA-HC-8265-01A-11R-2263-07","TCGA-HC-8266-01A-11R-2263-07","TCGA-HI-7168-01A-11R-2118-07","TCGA-HI-7169-01A-11R-2118-07","TCGA-HI-7170-01A-11R-2118-07","TCGA-HI-7171-01A-12R-2118-07","TCGA-J4-8198-01A-11R-2263-07"
"26","ENSG00000163364","AC017048.3","ENST00000295549","0","1.62297069805317e-07","1.28414574907032e-06","2.48113135476538e-07","7.33486632950018e-07","1.39763575926707e-06","2.37809088452337e-07","7.94209058787635e-07","2.11800154175269e-06","8.02144000603807e-07","7.13468191081194e-07","1.62678816069499e-07","1.51101518584768e-06","1.62028972985121e-06","1.39709291871834e-06","9.60124263389543e-07","2.14308702141141e-06","1.24078326313081e-06","9.61447654920403e-07","1.15990298725697e-06","2.0427627074694e-06","2.37501013335659e-06","8.7599059152573e-07","4.54776653616389e-06","7.94249752227539e-07","3.70850870245415e-06","5.7572237037661e-07","1.00462728448215e-06","3.67473247927109e-07","3.55571527346654e-07","8.75310307542607e-07","3.16800967085945e-07","4.76534324509627e-05","4.18747290070844e-05","4.10728884765287e-05","3.48109958871983e-05","7.30283724519917e-07","2.51291868285284e-05","4.74839297195108e-05","4.18646880546248e-07","1.54140668282509e-07","3.01863971728746e-05","1.2498589738543e-06","3.61068304732511e-07","1.47045771914552e-06","3.65672503012059e-07","2.33859071874195e-07","8.34134116469873e-07","4.32316073477098e-07","1.89102060160943e-07","4.06428140603818e-07","1.94771335651318e-07","5.84031401232791e-07","2.26697185341971e-07","2.97067831878182e-07","3.54851198103562e-07","1.37761097707017e-06","8.70821112356988e-07","0","2.22602655910366e-06","4.2002435560268e-06","4.09522951972267e-07","9.61979593140941e-07","2.20955433145666e-07","2.91454996825533e-07","1.62285534468161e-07","1.59333325491671e-07","3.23805027970963e-07","5.62565114068277e-07","7.59698714053739e-07","1.19211840576173e-06","6.1776068307511e-08","4.36193206787335e-07","1.43524807624844e-07","1.54498086980997e-07","6.88296459958076e-07","2.92431101745841e-07","3.81157052181068e-07","5.34959160665084e-06","3.70688795312478e-07","4.40905161138474e-07","7.19058344539865e-07","4.84069601261394e-07","6.26300757057257e-07","6.09958976392603e-07","6.08914380553995e-07","4.77986441145266e-07","4.75221565874834e-07","2.42557979391689e-07","2.11979784234646e-07","6.76001974463072e-07","3.95437470854365e-07","2.95293134685927e-07","3.80715051058993e-07","4.91470675173969e-07","7.12733017579145e-07","2.71063460709749e-07","1.4012327735353e-06","8.7265541660163e-07","6.9638139722603e-07","3.55665460892087e-07","4.10850688357077e-07","4.75551386547815e-07","5.80033157123489e-07","5.18691603349225e-07","4.4695635830525e-07","7.7940132927552e-07","2.99396484229125e-07","3.59046471322403e-07","3.75725813678383e-07","4.77708988221852e-07","5.61615288700246e-07","3.53500557176343e-07","4.54207226232307e-07","1.09050123142023e-07","5.80433142557725e-07","3.84127541640026e-07","2.86426011044983e-07","2.74948536835555e-07","8.81544520067212e-07","8.83258617347634e-07","5.55012259836614e-07","4.75651679267894e-07","1.77739064397903e-06","8.53710512382952e-07","8.8042417358725e-08","1.0061844900916e-06","4.08214922195613e-07","2.45151769626747e-07","2.17013493532221e-07","9.08806435732927e-07","1.09737526373091e-06","1.83358305179263e-07","4.92515448546962e-07","4.29720789378187e-07","2.03996763731629e-06","4.83334585473741e-07","4.37557171749911e-07","1.63110164833249e-07","6.0809495339581e-07","4.37762720390763e-07","4.63661134706184e-07","1.18357108320243e-07","3.56878904758465e-07","4.63816821187701e-07","8.11351397341916e-07","3.11863021968393e-07","4.04095726929814e-07","3.97256482089423e-07","6.74930695972536e-07","8.21154598440696e-07","1.03405423536714e-06","2.74187338282488e-07","1.11527812917002e-06","4.10021040699717e-07","4.24639814690016e-07","4.79182250789786e-07","3.14059300282774e-07","6.2007464342026e-07","2.6276599404264e-07","3.92304875928794e-07","1.97030621839131e-07","2.90312672828932e-07","5.02622861184118e-07","1.59710674365611e-07","3.03201154781962e-07","5.42661327075616e-07","4.18981012755662e-07","6.29307344707947e-07","3.50981175276364e-07","1.66270875135709e-07","7.16585813815658e-07","1.21026184165207e-06","2.77305077148287e-07","3.83544582229114e-07","2.11074750219213e-07","1.11912102841196e-07","3.82099772492599e-07","5.56286577463976e-07","3.7301087207963e-07","9.12650439374568e-07","1.93301662108038e-07","8.88172083357088e-07","3.06378895076427e-07","5.59855645497223e-07","1.25658728015986e-07","2.648119566379e-07","2.29883535479209e-07","5.44678693752634e-07","5.07736266419218e-07","5.6606487395496e-07","9.08820988813183e-07","2.67115864410671e-07","6.6640003885841e-07","1.37780184782676e-06","1.18522426869183e-07","4.93428501772259e-07","5.90047659968009e-07","5.12431614568127e-07","3.30184999311416e-07","5.48819326039722e-07","2.27459298829062e-08","5.77948924636054e-07","1.87357729833008e-07","2.08495919981097e-07","2.36742255247371e-07","2.51514773717927e-07","3.33607576647489e-07","4.81557054362378e-07","3.2798901526942e-07","7.24122915239927e-07","3.07560313080994e-07","3.04944123846765e-07","1.29365351984692e-06","4.0596275531631e-07","8.3387434577883e-07","1.27176215034505e-06","4.57826473418086e-07","9.90565476451921e-07","1.88170618427648e-07","2.95180951785459e-07"
"41","ENSG00000135253","KCP","ENST00000441244","0","8.37814758196308e-09","7.7230762329395e-08","0","1.00049104085281e-08","6.92601573545342e-09","0","6.18011155749821e-08","2.74767999918664e-08","0","8.96808577173727e-08","0","1.16160639163293e-07","1.04009086060356e-07","3.2949658142582e-07","5.08694033915854e-08","0","6.73446390965432e-08","6.92122627064028e-09","8.08381266407308e-08","9.60038355363706e-08","5.05443086234662e-08","1.27199465735556e-08","3.32587544800729e-07","7.43672447891777e-08","3.19213775345034e-07","2.16754964019622e-08","1.92444786010615e-08","4.98685329512955e-08","8.20898973278389e-08","0","2.16445336510842e-08","9.53978647520576e-06","3.09508920720385e-06","5.17799524682181e-06","2.86680646348171e-06","7.34665787821641e-09","3.54497963433272e-06","8.15754119012392e-06","3.29751224239417e-08","2.24649131450195e-08","6.12543914492234e-06","3.60993219566826e-08","8.9599289846358e-08","1.96462467269732e-07","2.60914964684175e-07","2.24086481416922e-08","2.43849981368279e-08","1.03512257822035e-08","8.15743828131797e-09","8.06184986318564e-08","2.85515831807832e-08","0","0","0","1.08746025038508e-08","2.03637681310666e-08","1.82347279154992e-08","1.87031615184019e-08","5.22831020059925e-08","1.07458168838115e-07","1.7563820269854e-08","0","0","0","4.78463241879757e-08","6.16287506911727e-09","1.25790285387884e-08","1.38218612540338e-08","0","1.67265121643343e-08","4.32950979260158e-08","0","1.10216283175645e-08","7.46524959341775e-08","3.59395264853217e-08","5.11403209071979e-08","2.50844504529343e-08","3.52729274371485e-07","1.16235017954177e-08","2.55886413980833e-08","2.50371166398928e-08","2.32303345071409e-08","2.16291106583452e-08","2.45178627745571e-08","5.28391385872467e-08","0","1.35980812143349e-08","3.61291290383801e-08","0","0","5.03478025064242e-08","1.78772063396888e-08","5.82039309361194e-09","0","1.80333952685654e-08","1.73179630736112e-08","0","1.08415759316778e-08","2.94362039206852e-08","6.85531183586373e-09","3.08992816596223e-08","5.11983464612975e-08","1.54696082783467e-08","8.31419576043003e-08","2.54503601422198e-08","1.38273482963285e-08","6.84210798013299e-09","3.68759681914923e-08","7.80033296039112e-08","8.72401166135219e-09","0","1.50395473188155e-08","0","1.14973662054799e-08","1.72578002200487e-08","9.26054986687241e-09","6.72362050713827e-09","3.85498418928622e-08","2.79087289904348e-08","8.31564339300602e-08","9.32123625451967e-09","3.37715161797296e-08","2.15339549408639e-07","5.57602520780021e-08","1.32921954527196e-08","1.33211034817735e-08","1.54953456248548e-08","4.09263995133225e-08","1.97011221791767e-08","1.18838415527942e-08","7.22118176908909e-08","1.29019990424645e-08","4.09906588968399e-08","1.81396372208444e-08","3.83004633749436e-08","1.56626972091259e-07","3.69379532876801e-08","8.18163946468012e-09","2.57059271672596e-08","2.55039722238101e-08","4.43734692323602e-08","2.5222788113009e-08","6.60960989610728e-08","1.35236170671469e-08","1.18921875298766e-08","4.88312010670548e-08","2.18530650466794e-08","0","3.20488049322493e-08","1.53831970230432e-08","9.41957017006848e-09","0","3.36521787915075e-08","3.81879945720668e-08","0","1.23962192449189e-08","1.47054678922195e-08","3.10236674178759e-08","5.06052124094407e-09","2.92499243014931e-08","1.57878061500186e-08","3.07485555043737e-08","3.06672939058945e-08","1.8952190698899e-08","2.88917272196025e-08","1.05168862880749e-07","3.0059475637465e-08","1.15569027864379e-08","1.44838028194985e-08","2.51152886477838e-08","1.57301745319294e-08","7.55347381284501e-08","9.82263276349595e-09","1.94856567827989e-08","1.50391141909443e-08","1.53460161690564e-08","6.61254595053104e-08","6.08029986544004e-08","3.4416984773039e-08","3.88914196824877e-08","7.73847164999708e-08","4.79802601486186e-08","0","1.76580591888443e-08","2.4876754095214e-07","5.60591935558021e-09","1.12075965181704e-07","0","1.19173722804145e-08","3.84782136952364e-08","4.12288596305887e-08","1.65568942564836e-08","2.13053255881404e-08","2.17843888034629e-08","1.40464629508959e-08","1.40415930534906e-08","3.13745976889778e-08","5.68280464443534e-09","3.08485733224955e-08","0","1.44682174846381e-08","1.26330887011885e-08","2.29341056832736e-08","1.79875692812493e-08","6.92387651392633e-09","0","2.25787629116004e-08","7.59753902252905e-08","5.31850101303783e-09","6.0742822006507e-08","4.63439152595778e-08","2.72550317437036e-08","0","1.09327306985258e-08","5.39672297182209e-08","3.92645689585746e-08","8.9326067701799e-08","7.90278004612589e-09","1.08618836652348e-08","4.25254869174247e-08"
"16","ENSG00000231806","RP11-342C23.4","ENST00000452148","0","6.89446556731673e-07","5.48680679009606e-07","2.20700807550283e-07","1.63321441986572e-06","1.3446131955165e-07","8.04272898998336e-07","4.41349487514912e-07","5.18384251621971e-07","1.24377844672962e-07","2.51596508198005e-07","1.52046314572653e-06","1.23263907537791e-06","7.59336314121645e-07","1.53090875593708e-07","8.30906561564479e-07","1.69185863686908e-08","3.43677797085842e-07","4.10646557826265e-07","8.40954951464174e-07","3.59172597650562e-07","3.98722995007585e-07","2.31375725739054e-07","4.08076889432369e-07","4.37380523467653e-07","1.90854646116758e-07","1.21808846377259e-06","2.57915794256616e-07","1.34369569353994e-07","2.44312937769294e-07","1.71108467048469e-07","2.90898649321657e-07","2.15945827669905e-06","2.32600137936038e-07","3.86648121591146e-07","7.54215492712049e-07","5.00770363075133e-07","2.88299357505433e-07","2.87123426912686e-07","7.00152855599344e-07","3.21220419641569e-07","5.64770310437153e-07","1.00399091349057e-07","1.17837888490792e-07","6.60636599435033e-07","2.98520432680371e-06","4.13149185492108e-06","1.20926056367227e-05","5.31135309107214e-06","3.31000439711779e-06","5.82713255138097e-07","4.8858335428908e-06","4.77134297563052e-06","4.00102577668741e-06","3.67092720970366e-06","9.43985685392549e-06","2.32427458524727e-05","1.31323957635946e-05","3.52606101820445e-06","7.91665575436844e-06","9.06415499440415e-06","8.82637479358677e-06","1.83077352118374e-06","3.74119058916056e-06","1.2411785114606e-05","9.34303576447852e-06","6.14116328846884e-06","5.41725628687985e-06","2.38403647812099e-06","7.95157770306679e-06","8.98941737743841e-06","7.10690237776027e-06","3.07760212918572e-07","5.50305156683773e-06","5.40744273861967e-06","4.28660056678891e-06","1.01071928542405e-05","3.11651633654729e-06","9.22084615996352e-06","4.9252452353477e-06","3.688685054164e-06","3.57838978243425e-06","6.74031041342861e-06","1.06166402533422e-06","2.46478530938737e-06","8.09955388791956e-07","4.18941941887514e-06","4.57939696656392e-06","1.02553636872717e-06","6.99695029334442e-06","5.86100559112445e-06","8.92848796632168e-06","2.57294517459373e-06","1.54264162195041e-05","2.76491002060401e-06","9.25452055016094e-06","8.06300884141263e-07","3.14787857267356e-06","4.68854485767563e-06","4.50724740382576e-06","1.11650322613183e-05","2.71855728038152e-06","8.60141556103863e-06","4.39482927093997e-06","9.56279424745252e-06","5.57457316168196e-06","4.71424595937581e-06","6.7464242294983e-06","2.85002243313158e-06","8.30384111147898e-06","4.4422024235792e-06","6.24670947919616e-06","3.81688911336523e-06","1.30041243104513e-06","5.78911248045898e-06","4.43220862864242e-06","2.50186592600611e-06","7.14841099166521e-06","8.43444781055674e-06","2.37591794655006e-06","3.37407294132187e-06","3.08098104544295e-06","1.24395207341904e-05","9.20142293024902e-06","7.56973561683688e-06","1.47665736121683e-05","5.25238206433806e-06","4.11675124682345e-06","7.99232286182422e-06","9.82774488020011e-06","1.27461037194158e-06","2.332619167308e-06","1.3432209339005e-06","3.03158140628393e-06","5.64191718027075e-06","1.14237430536757e-05","1.94263471576778e-05","1.03975394715959e-05","1.1699426846739e-05","3.62953617810759e-06","2.47648597235263e-06","3.09802820134883e-06","4.4703880296805e-06","1.82985336141332e-06","1.46824060483623e-06","1.71404802221342e-06","3.26903731913689e-06","1.19166733220509e-06","1.06518406170626e-06","7.71352854306526e-07","2.02617073202214e-06","7.02469626729743e-06","7.39611950039239e-07","4.33600774938744e-06","3.7051439242466e-06","2.9654405378439e-06","3.81866479337675e-08","2.74668169546246e-06","2.95401309062987e-07","2.73568826316617e-06","3.00006200266693e-06","5.07312515771137e-06","3.92252312343311e-06","6.1081667080406e-06","1.18425904937616e-06","8.04861242164039e-06","2.23717679179759e-06","2.23126261955414e-06","3.96214325065957e-06","2.77539114172603e-06","1.22619583671586e-05","2.30490269523559e-06","8.24182587663228e-07","5.07135395122732e-06","1.18021822635989e-05","2.22599833689491e-06","1.10775658584015e-05","3.3352736352535e-06","3.77288010918842e-07","6.95790689801549e-06","2.34668657726471e-06","4.0971674060626e-06","1.31584145841211e-06","3.28982519857658e-06","7.99999408380729e-06","1.15893644851679e-05","7.56880942752961e-06","7.04199543935348e-06","2.43988737748007e-06","2.81053152591027e-06","8.11014008430891e-06","2.90255320887631e-06","3.41166553751688e-06","2.69976750131396e-06","2.69879249084902e-06","1.01788361273907e-05","1.07242568014415e-06","2.76786567601714e-06","9.80230065660777e-06","1.0158779319355e-05","5.46606898082961e-07","1.87130945517609e-06","2.49029037085941e-06","6.24397323631421e-06","4.78915317153808e-06","5.56339665176461e-06","6.18409894943089e-06","7.33835976651867e-06","2.84384780350419e-06","2.69446894443533e-06","2.12087184776612e-06","6.54675946254959e-06","5.54183204881651e-06","9.69145668591991e-06","3.61055914197211e-06","8.31968723898285e-06","2.25533837271197e-06","9.37223026084838e-08","3.01306214225942e-06","1.09821499794345e-05","8.47015358099618e-06"
