x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,PT
3264.112351,22.90835715,5.30461213,27.89892053,1.062957712,1.107141771,2.306348297,0.632692341,3.862355571,11.42108717,35.63171641,887.8691353,0.16577819,2.563362626,0,78.41709155,4.44785021,0.660069563,2.792397919,0.916362932,26.28548337,21.29850678,1.347969869,208.7254795,135.4929399,13.02560426,17.51443504,2.388870363,1
4.214662972,3.330776411,14.80204179,5.441677526,4.749696804,1.974210197,0.248685257,1.421732919,0,14.15927653,10.8264908,432.6611116,2.461666692,0.305553497,1.014277207,58.60789662,2.668502344,1.598005119,0.987316116,1.933290578,86.36383459,14.58409035,1.669022708,84.55607057,2.2526003,6.347947923,50.41115838,15.64038636,1
42.78533182,0.516418226,15.92689779,0.748002986,7.082933398,2.298069021,2.301014577,8.04587393,0.90964506,8.993524147,3.165125218,342.5405043,4.805783967,0.292939903,0.836526418,32.33047298,2.795744568,1.061680306,33.86266392,0.871373524,57.23776852,154.3782512,0,24.06572853,0.234514189,5.128977526,79.37346294,1.972716219,1
1765.987798,2.363915031,4.996072655,91.06928093,12.37486113,0.183186829,2.114563869,9.326363889,0.987045791,16.64530871,11.44076872,887.1445006,0.411473337,0.12720366,0.491204582,76.86181527,3.338218868,0.98109769,5.533173492,0,42.74580936,131.6470497,0.148622105,101.102434,39.46827908,8.426653974,47.56627957,3.248735203,1
466.9136276,1.150019751,3.222033978,19.48305773,19.20128357,0.842228723,0.229815864,12.85095106,0.214270038,15.51693222,9.350109935,454.4707661,1.093079838,0.519793694,2.505949066,66.79161336,1.212074827,3.004787793,60.36751173,1.842520947,69.86479787,111.6616667,0.60727249,148.1866375,50.46563842,3.804537517,40.373311,10.8738792,1
449.6244433,10.1136402,11.35632867,50.34832036,5.687484325,0.822757505,0.173604052,3.829046295,0,29.312944,12.54933694,812.4587655,0.886996347,0.685814621,3.543424058,78.78076556,2.515365274,4.710851785,2.491213589,0,27.55560933,56.40363903,0.801456126,121.4261599,15.84050352,11.02862941,27.11607046,11.5964187,1
3850.680183,14.36635001,8.972230211,111.1180507,5.884013184,2.939942156,0.053710772,2.619173383,0,12.75764563,4.225084043,515.9817331,0.058710268,0.181336012,1.738027261,77.70557401,2.614655273,0.23217953,1.472573626,0,15.25346816,20.32366193,0.847116164,303.7225126,116.5315297,6.106970241,51.99436671,1.557293664,1
419.5793845,3.206468366,32.12876192,36.78927631,2.50406386,8.258778024,0.703584615,2.660847047,0.48561514,3.180089479,7.893823621,324.6796998,0.390477862,0.503381001,0.782635052,47.73822238,1.277961584,1.039089607,2.747914886,0,31.17307418,52.08472109,0.470694821,41.89889584,93.75145187,3.873170154,36.83412751,7.297794062,1
573.5602993,8.374178684,0.170777446,202.2551281,2.977374096,0.118436679,1.701838027,4.550816133,2.043343168,1.573495662,42.1200738,828.8531305,1.010673739,1.234781536,1.283793864,50.26882952,15.68172726,0.851025691,28.36172144,0,13.47439325,1514.737297,2.309612202,371.0057974,2.055256374,3.882800111,28.61134321,0.174089816,0
2350.423439,27.00179043,4.850895978,134.386507,2.207104264,1.086495407,2.415077109,2.846582296,1.188947508,4.874070822,5.710726917,706.2414334,0.542335943,0.419121055,2.264715362,69.58107429,3.908411201,0.646343058,1.139105888,0.595160249,19.46312168,185.839627,2.154582682,206.8757537,102.5519324,3.874492203,29.40013534,5.058941263,1
1140.795563,15.60999567,24.10659639,257.1148957,7.275309054,3.631670164,0.63279363,7.55607168,0.474064348,4.036096964,3.846979078,922.3639544,1.135319062,0.109506726,4.175303766,43.18823506,1.669799897,1.677443412,3.840773904,0.757826811,71.0411584,27.85534508,2.940533188,355.6765429,54.85253825,1.578006949,40.27265357,6.891254925,1
1215.127723,1.142036949,12.83151678,13.95309702,9.632053978,1.370858834,1.349694898,8.739855028,0.888988413,1.125384254,19.03194746,371.7712773,6.189040086,0.674284045,2.024957414,61.19188771,1.714186721,1.915496764,38.08962154,0.86292838,46.53282466,141.1177972,2.171058983,228.5774655,48.69889419,5.162678842,38.85660565,11.52540371,0
1512.258265,22.34645638,10.84646978,21.91417215,7.091676809,1.269858312,2.748124943,3.119110942,1.234812931,1.711605056,15.21841453,411.621424,2.536567089,1.760517081,0.742274802,39.6440279,9.945202698,0.498083217,77.88163311,0,28.16137281,302.0708318,1.598191698,112.2476376,1.262686905,5.642302778,47.81588422,8.878327991,1
3.983367312,6.126651914,31.29102069,66.2810646,2.901784103,0.692731117,2.922328436,5.08646858,1.849371146,25.71331778,6.805301897,689.3799251,0.622544979,0,0.73581185,42.32656637,4.070549164,0,60.30521034,0,29.41832628,904.9593384,1.795972383,136.5897249,0,2.175189886,28.142292,1.305930731,1
34.2815255,5.268475538,0.560637861,72.62058578,7.141058293,0.486990625,0.710592233,13.05818523,0.15995826,2.282744127,20.48518842,398.2610777,0.262494481,0.54134287,1.05077431,66.25054089,2.867033451,0.697921871,19.1938942,0,27.25355195,431.0082935,1.42355751,275.9649755,1.199322385,2.777440639,54.93253682,1.815754574,1
2259.669626,33.00119532,5.83728243,213.4923571,1.680621588,1.604647231,0.641801215,4.522354147,0.32567717,14.78762336,20.50754359,593.7255742,0.192228239,1.485786713,6.315911072,60.23816354,2.770713172,1.528594076,0,1.056940708,24.52870204,15.59670285,0.694416441,274.4164428,80.22253576,2.517556662,40.36598931,0.523359193,0
123.0952304,8.342156246,43.02021262,8.359135558,3.252634419,2.645384186,0.472534999,1.834522939,0,1.723074899,5.775925299,618.0268029,1.033276298,0,2.479836789,75.40234492,2.840265186,0,0.871364317,1.145640457,20.0931518,151.6966056,0.933831414,165.6558166,18.7974069,12.7920492,47.62675041,4.570038277,1
281.8786947,5.544850445,4.874739536,62.84855428,7.245114176,12.69046375,0.298607525,7.978668945,0.105739324,2.797592501,30.74237283,499.8061626,2.591885495,0.925280508,3.765193677,50.18341544,2.845638574,2.447537956,33.55236595,1.050513939,63.28398011,420.5778436,1.549059077,80.80920773,43.0477373,6.022890242,52.41667717,12.9463393,1
1210.500053,3.109549327,1.261963759,316.378002,4.162903632,3.274574692,0.409666311,1.945346849,0.121382019,10.46712703,7.574985844,547.6793643,0.529886268,0.973840261,2.129360424,51.23145348,1.201732923,1.187593281,2.728072081,1.185088075,26.52670834,13.72588273,0.877781532,441.5396991,3.610252759,2.403454029,46.44255784,2.978008028,0
1390.35714,8.084468253,1.910085844,0.654391636,5.574473116,3.721743373,0,3.502600269,0,0.337059475,28.49114261,641.2419445,1.264550932,3.556659243,1.21032984,43.80066255,1.546188986,3.448180919,0.561776264,1.531712657,21.64760539,502.1373206,0.356763196,50.78631653,3.024526696,8.362721405,36.67455277,10.48680672,1
1053.027095,0.663522192,11.85616699,154.0862706,13.4246818,2.630805494,0.308665533,7.036768493,0,5.400127674,8.323169575,552.1655439,2.363255292,0.093753448,2.189003008,77.26801837,2.068062485,2.178535198,6.14568161,3.383343826,100.4546925,24.06819898,0.876714708,180.2433932,35.75527815,7.645058633,44.67513729,12.21773014,1
688.5065089,5.436324562,17.71467783,296.6670475,3.571359878,1.013785188,0.473391812,2.50210414,0.563437435,7.674967762,8.922943502,677.6517512,0.662471631,1.919624645,1.480337624,72.61291328,2.708653233,0.986238048,4.171302665,0.906613594,11.16486439,66.06845759,1.34559123,465.0388454,88.60334912,5.324592386,34.87887459,4.787243979,0
1415.427362,11.89034483,3.347322918,231.3001506,7.973886999,1.791347183,1.199079388,9.874287905,0.325442761,5.195655552,7.751306947,406.3154561,1.717763809,0.995401738,5.300577104,59.41827879,2.953978301,0.320400064,3.3886062,1.779184367,20.04978115,174.9123248,1.744807917,378.1761023,2.305890196,3.193228874,28.82077272,4.032527136,0
698.3890697,3.536128376,1.317541778,57.76859738,22.29679305,0.805982898,0.18932078,7.926843253,0,1.560123681,7.945703886,601.5601943,2.586774999,0.958727307,1.837311115,74.30559903,0.947262582,1.636471086,3.892124403,0,34.30364417,25.94320646,0.37322069,164.0218608,4.509424183,2.875628197,36.1907998,5.750864763,0
264.3500744,0.964825032,0.68892516,139.2388883,7.653002753,1.088000738,0.049712097,4.454639655,0,14.77427321,2.007093843,664.1411423,0.86928358,0.083813404,2.548606289,65.59638857,1.066060792,1.495256911,2.482674816,0,61.06291093,13.76577512,0.782671726,138.6869249,30.76215734,1.76946922,35.69988834,4.094142053,1
2.467159801,0.53444854,12.87339227,9.734585059,3.407820521,5.731610424,0.998840108,5.822299467,0.793706457,8.185411646,7.329125546,727.074362,0.467844378,0.423202798,3.356269937,62.70434422,1.691902734,2.36552405,3.339836764,1.817850342,45.22963126,303.892617,0.565971718,97.67840688,25.72897496,9.334521336,47.84123115,5.757195706,1
1921.802485,23.30672233,7.629802734,39.02470695,7.858189776,0.279642628,2.029380417,8.095680663,0.730186742,2.150355179,13.72725653,387.6030591,2.008067008,0.714664773,6.78205168,48.1547627,3.35050823,2.04737848,9.762251083,1.003689078,42.63438142,560.3068554,2.054167681,227.1754919,11.85490497,6.596499429,45.46638226,3.017720687,0
59.14792574,3.312784688,0,20.15720644,7.481760432,0.463642484,0.301617565,17.23016334,0.166844145,2.682393574,10.29125186,499.7043977,1.581309113,0.06465097,1.302115266,54.20158938,2.075145209,3.061453276,22.35066393,1.508280655,28.42519113,138.5853427,1.287264108,409.3981237,8.936610537,17.01151048,58.39784982,9.573011865,1
1529.334246,6.485528426,24.51058744,175.3690691,10.53325149,1.650113412,1.694697547,5.040213129,1.961282682,0.943043815,18.5124703,786.9309626,1.260545329,2.174803396,3.936205906,66.71094875,4.847725546,0.8777033,50.09193469,0,26.78434019,426.0833697,0.935569713,204.0480177,56.86549355,4.710958677,31.31259943,4.078972438,1
2166.263903,18.12140041,21.76021055,63.43167008,4.225815322,0.141792608,2.660814145,5.591018133,0.906805113,0.533345966,24.09317897,765.5562094,0.318507987,2.461076546,2.276889035,62.77638059,15.84809898,1.517098968,530.1620225,0.696943634,9.325346626,1108.102427,2.300141243,161.4120798,5.474862922,5.714230038,38.33380867,1.379292814,0
114.5124591,2.252074704,9.339665195,6.579334085,6.889693547,2.036453651,0.201177512,12.81352608,0.304556264,6.997240617,10.12957292,456.8144349,0.060995435,0.659700024,3.264532333,58.53345685,2.640664252,4.111526883,48.58446091,2.660362567,38.44623888,24.32665704,0.110090026,172.3276547,142.5928547,6.488774924,42.80940084,3.834292735,1
18.98961562,5.81222378,23.17636128,84.10013187,4.703338557,7.641264463,2.116356018,4.01285695,0.945506498,0.531643005,1.960188933,285.9514928,0.63684389,0.219019175,9.39642858,89.27824715,2.688851841,1.13236232,6.589239135,3.177408393,42.00263187,15.51538132,2.048380925,295.3509078,10.49526593,2.863207778,47.03899706,30.0298824,1
1604.077388,20.28817228,10.23745019,172.2888332,6.430205293,3.23617454,1.158059371,6.538072306,0.555182076,1.294286189,11.89528286,705.5663189,1.356766655,1.498659906,3.485095654,80.1058022,1.141597513,3.860796174,28.99222187,0,58.07760704,59.05208521,2.276799207,323.8653617,59.16680717,7.152848174,34.55426897,6.475935038,1
35.38470038,4.032580697,98.12229124,117.914934,2.85485996,1.127431308,2.158207143,2.853868028,0.812600321,1.07021322,10.36716666,726.8630709,0.71810459,4.767595255,7.568582712,71.73345754,7.668072861,0.934640902,101.8875421,1.185897324,41.870312,250.8796152,2.435735568,86.30611737,3.586641099,5.119952801,50.72650245,2.883764898,0
651.7538623,0.366209108,4.156971922,14.61698447,7.666816222,1.189873146,0.352664415,3.633307444,0.737298148,8.961577511,7.789235622,487.9642778,0.480720763,0.580044703,1.318953433,33.52683779,1.542432667,1.515918678,29.35798738,3.765867756,34.73757895,75.23910098,1.066836724,107.2146837,41.32100002,14.94587293,43.90452172,5.503011573,0
588.3464047,2.078703462,10.23106725,116.605324,4.91028638,3.377491025,2.726820515,21.50777839,3.183671794,19.04658661,27.23894177,628.9523796,0.336944209,0.979813688,3.370738758,83.59633374,1.049121478,1.534351047,10.47111372,0,23.31113143,8.491393803,0.229326154,122.6447305,25.3271266,13.62300235,41.1137787,2.971550251,1
1066.474916,8.470763148,0.286951982,229.9823567,10.77503063,0.399527827,0,12.32915092,0.343007676,3.858326068,7.658750303,1101.271471,1.346073766,0.416205986,4.828869572,75.65346816,3.640548493,1.427912884,91.73718812,1.977750075,13.89633218,423.7983329,1.783209857,292.4955499,2.124142688,6.054237666,43.62628667,6.278817985,0
55.18406589,7.155278347,39.10802525,6.640720403,9.654358528,6.949990793,0.372052492,5.393746524,0.482963476,5.105754472,1.893511483,1223.421497,1.899715658,0.42029668,2.060909579,73.36691614,0.977637742,0.817437293,57.67400478,0.771666932,28.12110381,1507.829916,1.351675518,62.85608788,18.60997963,12.37758975,50.03054023,6.769146894,0
420.5466746,1.377470394,7.730559485,96.79580279,11.0072536,0.689016395,0.456530821,18.63980603,0.58834015,8.566027328,8.956108891,333.0321463,1.160214949,0.359469658,2.355935667,58.49830119,3.648185575,0.933420497,28.65148411,0,14.74136424,1028.318336,0.280295544,294.9687627,9.162651953,5.030258994,43.43386111,4.941995613,1
2022.752294,4.640719587,9.266855121,308.1004249,11.65268933,3.68323557,0,6.224294491,0.219168019,0.621013357,6.289568511,429.5781418,3.557200335,0.511689944,2.973827463,69.12524619,1.299283093,5.271774468,5.227172382,0,43.33415114,0,0.896948262,457.8641625,15.66678412,2.954462411,28.82318796,19.03190369,1
2947.92532,5.734489586,0.466713412,97.54476272,10.79312511,1.790753866,1.249873836,2.947705276,0.796333637,1.317618498,11.08676956,478.0013568,0.536358145,3.164324718,1.740475367,61.58231863,5.942260049,0.193383729,221.0258612,0.532216723,17.37854743,98.93630834,2.552337201,159.23223,0.425113303,5.496726818,35.7161911,3.924293832,0
3267.872778,0.415631618,30.33595256,7.112800094,3.295850066,3.88203953,3.305164236,3.104102148,2.715698495,136.4295668,49.42204328,599.503434,1.111188147,0.391897246,1.563182995,50.56532807,2.848264934,1.025533167,113.8420929,5.966570359,29.6528181,110.6070586,0.458747428,48.96465389,75.19517017,11.48937279,51.67159714,7.259679779,1
834.5566571,3.742181499,16.39376622,159.8436132,4.720847923,3.779277916,0.134128826,4.962314119,0,15.00345456,5.361005549,346.7122325,0.741122136,1.209359099,3.825999321,44.61293152,0.511246301,0.944980388,8.837824837,0.903838714,52.64027914,39.20447522,0.56598101,519.0212177,2.578666733,2.134043961,30.28728027,6.887512398,1
879.4215392,8.488957401,13.74865193,71.49766809,5.5020605,4.308769792,1.287555887,9.179298101,1.201292643,12.76753611,9.508824124,615.2227785,1.21962391,0.574005704,4.449048171,72.67105716,4.303084094,1.267410061,36.8632701,0.587174767,33.15334361,150.3359117,1.245767512,164.8403803,126.3907647,2.188379278,31.9537967,7.486944706,0
629.5666299,1.987215846,6.763017003,95.7462046,11.58692646,2.50461638,0,10.51957459,0,22.0840775,14.21976505,368.039918,1.741690318,0.224663548,2.194030155,85.21653241,2.090794708,1.453153041,1.537566473,0,42.21136627,18.50479536,0.788009213,364.5944594,47.03873216,7.542104609,38.03746868,8.722987929,1
2.332191982,21.07923002,39.32602287,121.2163887,7.755961569,2.201379193,0.530827424,2.04307138,0,8.14578381,2.033853032,1065.043233,2.706301577,0.160972717,1.872501273,78.76684009,1.63944481,0.414791649,0.438718508,0,99.1551987,4.459525043,0.376245887,38.86244703,0.259387074,2.147762522,32.11018792,6.723268423,0
345.7977559,5.142746383,6.176777861,12.0655233,10.52204422,4.957043388,0.190956875,9.186765172,0.295582569,61.95944156,27.3487449,595.2535266,1.144479121,0.197209739,1.17357686,81.59074956,2.420282125,1.286473194,7.901341999,2.220717066,36.09874881,39.65020559,0.346170079,171.5859175,88.84126201,6.099207215,39.82287347,9.096137991,1
794.823097,3.408562566,7.922602446,70.73184847,8.213630416,2.835736895,1.639971188,6.502294469,1.078734679,3.99162765,3.956825721,492.455737,1.998694562,0.251079032,4.789866736,75.10255453,2.696030228,2.778753363,16.264223,1.740476554,35.1570964,88.67211434,1.758881139,189.6569499,11.81330873,8.010543401,28.45912956,8.508602602,1
1662.289852,25.96276158,11.26071815,137.1851839,5.220387613,2.270003649,0.469392911,3.72008885,0,7.18380568,19.32684352,543.3437268,0.596554612,0.539578438,7.329849895,63.66511693,1.954968749,1.205870206,3.617755891,0.578621436,16.81196498,15.86790791,0.631376423,404.2936343,13.7053039,4.099050998,42.77917959,6.607687481,0
340.9365142,4.704927828,0,107.4689169,7.00059231,0.875942818,0.666608937,6.864111834,0.604573708,0.963024366,12.12511777,590.3525309,0.482962637,0.776197432,1.760654709,65.43414058,4.311730647,0.578812265,144.961275,0.835591755,37.95545211,372.9428654,1.816697513,215.9468063,26.31373111,6.518256789,41.16794289,3.331768684,1
1723.798499,1.307919501,1.392313626,3.114698382,5.804805456,0.942724302,0.421898411,4.280065328,0.259739924,3.745258048,56.32298798,932.5133991,0.581438091,0.246924083,0.338093084,67.56399732,8.619262829,2.188158861,102.3699607,0,28.27420292,1260.593691,1.351108525,100.1339214,0.792770094,6.066916719,57.32544463,3.301016504,1
178.5777378,3.939580155,15.74489555,154.6972788,7.609941143,4.844011171,0.255200561,6.908933501,1.621711427,3.332518856,4.44963175,429.8575133,2.373226525,0.395712249,9.929741696,78.86986381,1.088736999,0.508597104,18.01673056,1.405788102,20.26523727,43.17193178,2.542838167,193.2916573,6.298582487,2.89588418,30.20614037,4.778954054,1
760.3133449,13.37542565,33.80306479,60.51649404,5.148481178,0.069214588,1.813038473,3.864494825,0.30074961,1.156691648,27.16397752,478.7326398,0.80789564,0.67461439,1.911374327,48.72177042,2.365371614,1.759993778,53.51498512,1.451301566,36.63214525,176.8365468,1.691649625,157.4608736,24.85993435,6.158587263,36.63230551,4.437515108,1
327.8307644,12.38049872,2.731906533,228.0005792,1.258001726,0.628944648,1.858504042,3.179498447,1.287102114,16.81275633,19.34382025,632.7170011,0.235345549,1.312550245,8.031331423,60.74947165,9.558783448,0.946869504,130.0896288,1.078904053,14.37254281,1204.307883,0.76760482,214.4119738,0.939101423,5.114235256,35.69492349,0.531050227,0
3306.477222,7.292705479,0.224464337,250.6878742,5.723264028,0,1.606965978,0.917686776,1.409195898,0.415844717,98.55716495,490.5489342,0.420787511,1.084479675,4.20215576,39.09547462,0.917901011,1.396670531,215.9639591,0,20.34815972,1588.573701,2.281206036,189.4745852,0.08737944,3.840481773,34.95358687,2.280485297,0
1271.190483,6.605557513,22.01922787,188.9628303,2.209875266,2.952651316,0.172945786,3.010097227,0.018203883,12.69979894,5.346800199,448.2074793,0.865407697,0,0.33726244,38.47121612,1.064458517,3.529433242,0.233735602,0.649584341,13.30464991,17.25547339,0.196728382,177.1537161,64.21210023,11.48573462,31.04021149,1.523419536,1
573.253154,5.747021657,50.98902358,175.9214072,7.417316695,3.703347908,1.516201104,1.472063477,0.636777127,0.942423034,2.198942239,421.1515197,0.867453944,0.149444756,19.53588184,72.80138885,0.505367607,0.779206814,27.0208988,0,53.53468857,268.2656968,3.497351343,490.6942151,2.645143074,2.445338515,50.10620147,11.09655597,1
1330.651015,7.243730638,0.709260537,247.8313969,4.319762467,0.181879359,0.535947331,2.567607247,0.192822254,0.781187399,25.03848863,646.0563001,0.435337202,1.267809785,1.698549863,40.71533262,11.49551976,0.222084541,26.1219002,0.654861919,12.95950288,2565.153845,1.187770715,255.2484175,1.698382289,3.578631516,43.92560172,3.024282452,0
730.9999431,6.67868422,15.61693927,165.0819858,2.656861654,1.197440919,0.144955041,3.139431091,0,1.39758433,5.712131076,1201.15213,0.126464247,1.079622027,5.884410597,76.68498474,0.996502569,2.056939225,0.817129757,0,24.68186358,8.738567639,1.149027386,124.2318056,59.18754592,10.52367632,28.88977278,5.641194218,1
151.4417516,16.35963834,16.40001331,64.40015213,7.910206985,5.45934527,0,8.489325963,0,5.458652131,14.05794471,508.5045133,1.391241217,1.88016648,2.2787722,72.39356575,2.224671813,2.229335691,4.725910546,5.154484543,24.35615945,40.96159604,0.440496049,131.7050608,32.61473248,5.318649348,40.33143694,4.721750776,1
470.69247,2.400138722,31.60175936,86.44698739,5.730349871,0.942912362,0.906355924,19.39992273,0.122599555,5.09263795,9.678341753,839.7846589,0.846369317,0.350496135,0,54.45854276,2.965715778,0.690188509,1.950147418,0,43.15162857,15.0464136,0.923462957,328.4474011,5.21227694,10.41729282,47.0217953,18.54656609,1
77.09260332,7.582278545,41.44668681,214.0369003,12.06815321,1.375710048,2.703676715,10.11089765,1.681296795,1.137727299,19.00507776,377.0815264,1.61269217,2.64683715,1.092986996,70.10431356,2.468154315,1.67255051,15.69213415,0,21.98128724,167.348628,3.953217178,155.3919026,3.522871107,7.317936285,45.09374284,8.931911386,1
68.31087447,6.304328087,0.753259475,190.9629138,12.62904153,0.324206584,2.648389091,9.394354319,1.542320626,2.056890438,74.91092278,647.8605775,1.397332142,0.992930207,4.287539742,62.51738259,7.255241469,0.940919094,112.8261431,2.70353891,23.30435743,921.7094154,0.739322491,247.5241706,0.435757267,4.154614539,39.94690257,6.571122939,0
2954.863212,8.198412559,1.656614946,56.55690142,3.858055164,0.84968561,2.921442132,13.95263831,2.445664163,24.03484728,62.08416148,539.9289129,0.699108985,0.789699262,0.793380519,69.03781147,5.420361682,0.778061523,118.7234251,2.293490131,25.41954481,446.9276955,3.814789776,84.99492717,0.079342975,3.071764698,41.89844625,4.98773349,0
77.76157598,2.747611974,68.40362093,43.06739835,8.1818469,4.880452894,7.362444519,7.990013827,3.337984983,0.639562457,99.43628318,326.9490403,1.126537933,4.372508283,3.113242448,76.24209088,0.820989185,1.019299469,27.80753746,1.494059429,52.77314659,15.92662683,2.502890363,325.4351273,0.937416013,13.78763057,38.73579182,5.667097394,0
310.9695505,4.162852791,23.03237589,15.55174325,8.294942526,2.209300116,0.16353438,8.117172679,0.137120498,39.32268831,8.049633788,622.0999159,1.982857254,0.362475364,2.192968346,83.69572701,3.373160783,2.624124686,1.011332434,0,24.55773192,42.97616958,0.636860411,135.3720325,131.7319399,12.4741868,40.16604379,5.59651578,1
1551.224087,10.55202751,79.04530151,119.8793906,1.972346118,9.541792962,0.081856979,3.208878019,0.168145761,2.952034268,13.651664,499.053883,0.233067236,0.723717164,3.623923917,65.70886453,3.668882791,0.237279338,13.82646307,0,16.66124823,42.03870851,1.588829613,167.882883,82.54688127,6.325698775,37.9244135,0.533347626,0
1909.923391,15.70439913,10.43457055,203.9997737,10.60500378,0.674771432,3.027352531,6.771428071,1.359199067,5.912886865,15.85367524,366.201789,0.726887279,0.282075338,1.503760437,100.8132551,1.747928482,1.970892479,11.48342343,0,62.74572912,65.27150902,1.981416328,275.1018534,0.378002487,4.656522251,45.03319702,3.516861397,1
731.9285755,11.74800484,2.227315086,77.40957316,5.182328463,0.418020284,3.192852958,6.031410285,0.736723529,1.426957049,22.94050027,471.2922269,0.375333494,1.746049892,8.075723231,47.64922813,16.56472601,0.505993374,28.12926094,0.728971989,8.545068713,1947.441009,1.816153319,203.3970048,0.156076388,3.422037089,54.26271321,2.540251964,0
2706.758,0.935185897,9.394208529,134.5993008,12.06575796,5.001352096,1.088959135,6.144887122,1.417206507,23.32515071,15.17164345,460.3117707,0.795760316,0.793489223,0.700744015,58.46543211,2.391279137,0,5.120698382,0.666005565,23.85324201,8.259014948,0.825462567,166.7852193,197.079135,12.70648483,35.85561028,4.008823829,1
43.19509926,0.507724648,86.78788286,1.232871018,2.592773685,1.099896305,1.204744283,35.57549515,0.794838339,0.312921765,26.73102785,535.1592543,3.579798477,1.435959825,0.380251675,45.9011372,3.47955456,0.24994488,62.20281585,0.722360802,17.4202353,47.62534096,0.896269183,109.0014527,60.37175421,14.77639752,37.12996242,7.389833154,1
381.5897787,5.187165145,17.36654882,95.0090117,12.22060803,1.004844181,1.527066645,10.85470384,1.363759917,1.588482594,13.85662296,366.9684509,0.257683627,0.934061446,7.520823047,60.32357997,6.20301549,2.281043691,32.35490022,3.112940386,31.99990312,683.6681044,2.891201746,253.8471229,0.428966408,7.485650109,51.12170761,7.701819682,0
